"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051223","regulation of protein transport","39/821","458/18860",0.0851528384279476,1.95612975974554,4.41918050735651,5.31170765102928e-05,0.00169543965834205,0.00146581975007067,"NFKBIA/DNAJA1/BAG3/DYNLL1/PIM3/HSP90AA1/HSPA8/RAN/ZC3H12A/INSIG1/SELENOK/PLK3/SUMO1/RACK1/SOX4/OAZ1/SERP1/YWHAE/MIDN/TRIM28/ENY2/TNF/SNX3/PPIA/TGFB1/CD81/MPC2/TARDBP/PGRMC1/ZPR1/RBM22/TXN/SLC16A1/PPID/RANGAP1/FRAT2/DERL2/DPH3/SLC12A2",39
"GO:0007623","circadian rhythm","23/821","212/18860",0.108490566037736,2.49224369728587,4.66139850989357,5.37743494190025e-05,0.00170489950775414,0.00147399841572398,"JUND/KLF10/RELB/ID3/ATF4/RBM4/AHR/PER1/IMPDH2/TNF/SFPQ/TOP1/FXR1/PPP1CC/FBXL3/TARDBP/EGR1/HDAC2/EZH2/SIRT1/PRMT5/BHLHE40/ATF5",23
"GO:0006983","ER overload response","5/821","11/18860",0.454545454545455,10.4418115380357,6.68239575330417,5.72953776084092e-05,0.00180442242548083,0.00156004256225002,"DDIT3/HSPA5/CCDC47/PPP1R15B/SELENOS",5
"GO:0048511","rhythmic process","29/821","302/18860",0.0960264900662252,2.20591912624727,4.50692933850478,5.9525915634707e-05,0.00186225447323414,0.00161004219353547,"JUND/KLF10/RELB/ID3/ATF4/RBM4/CREM/RACK1/AHR/PER1/IMPDH2/TNF/SFPQ/NFKB2/TOP1/ZNF830/FXR1/PPP1CC/FBXL3/TARDBP/EGR1/HDAC2/EZH2/SIRT1/SERPINF1/CASP3/PRMT5/BHLHE40/ATF5",29
"GO:1901874","negative regulation of post-translational protein modification","14/821","95/18860",0.147368421052632,3.38534521443682,4.97237000693871,6.05534447557802e-05,0.00186963707860331,0.00161642494428915,"HSPA1A/DNAJA1/HSPA1B/SQSTM1/RPS7/RPL5/RPS3/RPL11/UBE2B/TNFAIP3/PPIA/CAMLG/ISG15/GTPBP4",14
"GO:1905897","regulation of response to endoplasmic reticulum stress","14/821","95/18860",0.147368421052632,3.38534521443682,4.97237000693871,6.05534447557802e-05,0.00186963707860331,0.00161642494428915,"HSPA1A/PPP1R15A/DDIT3/HSPA5/RACK1/BBC3/HERPUD1/DNAJB9/CREBRF/PMAIP1/COPS5/SIRT1/PPP1R15B/SELENOS",14
"GO:0009411","response to UV","19/821","159/18860",0.119496855345912,2.74508001440183,4.71418011208222,6.44498025533809e-05,0.00197701861858553,0.00170926338965904,"RPL26/UBE2B/ATF4/CDKN1A/SDE2/UBE2A/BCL3/CRIP1/NPM1/CDKN2D/RPAIN/MAP2K3/EIF2S1/TRIAP1/NSMCE3/SIRT1/PPID/CASP3/SMPD1",19
"GO:0070841","inclusion body assembly","8/821","33/18860",0.242424242424242,5.56896615361902,5.60414068316473,6.5585138756104e-05,0.00199512643131174,0.0017249187917219,"HSPA1A/DNAJB1/HSPA1B/DNAJB6/BAG3/HSP90AA1/DNAJA4/PSMC6",8
"GO:0042306","regulation of protein import into nucleus","11/821","62/18860",0.17741935483871,4.0756748261365,5.17493762737033,6.62003917221461e-05,0.00199512643131174,0.0017249187917219,"NFKBIA/BAG3/HSP90AA1/RAN/ZC3H12A/SUMO1/TRIM28/TGFB1/TARDBP/ZPR1/RBM22",11
"GO:1901875","positive regulation of post-translational protein modification","17/821","133/18860",0.12781954887218,2.9362688084401,4.78059600471737,6.63071231405467e-05,0.00199512643131174,0.0017249187917219,"UBE2S/UBB/ZC3H12A/BIRC3/HSPA5/NPM1/UBE2D1/UBE2N/DDX3X/PHF23/EGR1/BIRC2/GNL3/PSMD10/NSMCE3/RCHY1/BCL10",17
